filename,timestamp,date_readable,size_lines,size_bytes,applied_status,risk_level,ops_detected,summary
20260127000007_taxe_sejour.sql,20260127000007,2026-01-27 00:00:07,712,25371,applied,DANGEREUX,,============================================
20260127000008_diagnostics_dom_tom.sql,20260127000008,2026-01-27 00:00:08,580,19308,applied,DANGEREUX,,============================================
20260127010000_stripe_connect_accounts.sql,20260127010000,2026-01-27 01:00:00,147,5555,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,Migration: Stripe Connect pour les reversements aux propriétaires
20260127010002_vetusty_grid_tables.sql,20260127010002,2026-01-27 01:00:02,273,9924,applied,DANGEREUX,CREATE TABLE|CREATE INDEX,============================================================================
20260128000000_surface_carrez_rent_control.sql,20260128000000,2026-01-28 00:00:00,104,4645,applied,DANGEREUX,ALTER TABLE|CREATE VIEW,Migration : Surface Carrez et encadrement des loyers SOTA 2026
20260128000001_fix_edl_schema_500.sql,20260128000001,2026-01-28 00:00:01,119,4327,applied,DANGEREUX,ALTER TABLE,============================================================================
20260128010001_webhook_queue.sql,20260128010001,2026-01-28 01:00:01,93,3525,applied,SAFE,CREATE TABLE|CREATE INDEX,Migration: Create webhook_queue table for retry service
20260201000000_ged_system.sql,20260201000000,2026-02-01 00:00:00,458,20970,applied,CRITIQUE,CREATE TABLE|INSERT,Migration: Système GED (Gestion Électronique des Documents)
20260205000001_fix_edl_signatures_insert_rls.sql,20260205000001,2026-02-05 00:00:01,65,1975,applied,DANGEREUX,DROP POLICY|CREATE POLICY|UPDATE,Migration: Fix edl_signatures INSERT RLS policy
20260206000000_migrate_owner_profiles_to_legal_entities.sql,20260206000000,2026-02-06 00:00:00,96,2917,applied,SAFE,INSERT,Migration: owner_profiles société data → legal_entities
20260207000000_apply_legal_entities_consolidated.sql,20260207000000,2026-02-07 00:00:00,127,3588,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|UPDATE|INSERT,Migration consolidée: Legal Entities - Application et cohérence
20260207100000_fix_audit_critical_issues.sql,20260207100000,2026-02-07 10:00:00,490,22778,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|UPDATE,=============================================================================
20260207200000_audit_improvements_phase2.sql,20260207200000,2026-02-07 20:00:00,158,9222,applied,DANGEREUX,ALTER TABLE,=============================================================================
20260208100000_fix_data_storage_audit.sql,20260208100000,2026-02-08 10:00:00,75,3683,pending,DANGEREUX,ALTER TABLE,Migration: Fix data storage issues found during route audit (2026-02-08)
20260209100000_create_sms_messages_table.sql,20260209100000,2026-02-09 10:00:00,109,4021,pending,DANGEREUX,CREATE TABLE|CREATE INDEX,Migration: Create sms_messages table for Twilio SMS tracking (2026-02-09)
20260211000000_p2_unique_constraint_and_gdpr_rpc.sql,20260211000000,2026-02-11 00:00:00,281,10287,pending,DANGEREUX,CREATE FUNCTION,=====================================================
20260211100000_bic_compliance_tax_regime.sql,20260211100000,2026-02-11 10:00:00,99,3564,pending,DANGEREUX,ALTER TABLE,============================================
20260212000000_audit_database_integrity.sql,20260212000000,2026-02-12 00:00:00,1531,64951,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260212000001_fix_guarantor_role_and_tables.sql,20260212000001,2026-02-12 00:00:01,149,5450,pending,CRITIQUE,ALTER TABLE|CREATE FUNCTION|INSERT|UPDATE,============================================
20260212100000_audit_v2_merge_and_prevention.sql,20260212100000,2026-02-12 10:00:00,1210,45854,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|CREATE FUNCTION,============================================================================
20260212100001_email_template_system.sql,20260212100001,2026-02-12 10:00:01,161,5404,pending,CRITIQUE,CREATE TABLE|CREATE INDEX,============================================================
20260212100002_email_templates_seed.sql,20260212100002,2026-02-12 10:00:02,703,49303,pending,SAFE,INSERT,============================================================
20260212200000_audit_v3_comprehensive_integrity.sql,20260212200000,2026-02-12 20:00:00,754,25849,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260213000000_fix_profiles_rls_recursion_v2.sql,20260213000000,2026-02-13 00:00:00,167,5057,pending,DANGEREUX,ALTER TABLE|DROP POLICY|CREATE FUNCTION,=====================================================
20260213100000_fix_rls_all_tables_recursion.sql,20260213100000,2026-02-13 10:00:00,136,5388,pending,DANGEREUX,ALTER TABLE|DROP POLICY|CREATE POLICY,=====================================================
20260215100000_signature_security_audit_fixes.sql,20260215100000,2026-02-15 10:00:00,116,4612,pending,DANGEREUX,ALTER TABLE,============================================================================
20260215200000_fix_rls_properties_tenant_pre_active.sql,20260215200000,2026-02-15 20:00:00,39,1796,pending,DANGEREUX,DROP POLICY|CREATE POLICY,============================================================================
20260215200001_add_notice_given_lease_status.sql,20260215200001,2026-02-15 20:00:01,72,3074,pending,DANGEREUX,ALTER TABLE,============================================================================
20260215200002_fix_rls_tenant_access_beyond_active.sql,20260215200002,2026-02-15 20:00:02,164,5163,pending,DANGEREUX,DROP POLICY|CREATE POLICY,============================================================================
20260215200003_fix_copro_fk_on_delete.sql,20260215200003,2026-02-15 20:00:03,99,3493,pending,DANGEREUX,ALTER TABLE,============================================================================
20260216000000_tenant_document_center.sql,20260216000000,2026-02-16 00:00:00,518,18112,pending,DANGEREUX,CREATE INDEX|CREATE VIEW,=============================================================================
20260216000001_document_center_notifications.sql,20260216000001,2026-02-16 00:00:01,255,9212,pending,DANGEREUX,UPDATE,=============================================================================
20260216100000_security_audit_rls_fixes.sql,20260216100000,2026-02-16 10:00:00,141,5570,pending,DANGEREUX,DROP POLICY,=====================================================
20260216200000_auto_link_lease_signers_trigger.sql,20260216200000,2026-02-16 20:00:00,161,5145,pending,CRITIQUE,CREATE FUNCTION|UPDATE,=====================================================
20260216300000_fix_auth_profile_sync.sql,20260216300000,2026-02-16 30:00:00,347,11111,pending,CRITIQUE,CREATE FUNCTION,=====================================================
20260216400000_performance_indexes_rls.sql,20260216400000,2026-02-16 40:00:00,110,3730,pending,SAFE,CREATE INDEX,=====================================================
20260216500000_fix_tenant_dashboard_complete.sql,20260216500000,2026-02-16 50:00:00,327,11960,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260216500001_enforce_unique_constraints_safety.sql,20260216500001,2026-02-16 50:00:01,141,4536,pending,DANGEREUX,DELETE|ALTER TABLE,Migration: Enforce unique constraints safety net
20260217000000_data_integrity_audit_repair.sql,20260217000000,2026-02-17 00:00:00,841,31749,pending,CRITIQUE,CREATE TABLE,============================================================================
20260218000000_audit_repair_profiles.sql,20260218000000,2026-02-18 00:00:00,79,2820,pending,CRITIQUE,CREATE TABLE|INSERT|UPDATE,============================================================================
20260218100000_sync_auth_email_updates.sql,20260218100000,2026-02-18 10:00:00,139,4353,pending,CRITIQUE,UPDATE|CREATE FUNCTION,=====================================================
20260219000000_missing_tables_and_rag.sql,20260219000000,2026-02-19 00:00:00,459,19490,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|DROP POLICY|CREATE POLICY,=====================================================
20260219100000_auto_link_notify_owner.sql,20260219100000,2026-02-19 10:00:00,102,3152,pending,CRITIQUE,CREATE FUNCTION|UPDATE,=====================================================
20260219200000_fix_autolink_triggers_audit.sql,20260219200000,2026-02-19 20:00:00,324,10626,pending,CRITIQUE,CREATE FUNCTION|UPDATE,=====================================================
20260220000000_auto_link_signer_on_insert.sql,20260220000000,2026-02-20 00:00:00,132,4710,pending,CRITIQUE,CREATE FUNCTION,=====================================================
20260220100000_fix_orphan_signers_audit.sql,20260220100000,2026-02-20 10:00:00,111,3857,pending,CRITIQUE,UPDATE|CREATE INDEX,=====================================================
20260221000001_auto_link_trigger_update.sql,20260221000001,2026-02-21 00:00:01,53,1622,pending,CRITIQUE,CREATE FUNCTION|UPDATE|CREATE TRIGGER,=====================================================
20260221000002_fix_edl_signatures_rls.sql,20260221000002,2026-02-21 00:00:02,33,1384,pending,CRITIQUE,UPDATE|DROP POLICY|CREATE POLICY,=====================================================
20260221100000_fix_tenant_dashboard_draft_visibility.sql,20260221100000,2026-02-21 10:00:00,332,12242,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260221100001_auto_upgrade_draft_on_tenant_signer.sql,20260221100001,2026-02-21 10:00:01,196,7062,pending,CRITIQUE,CREATE FUNCTION|UPDATE|CREATE TRIGGER,=====================================================
20260221200000_sync_edl_signer_to_lease_signer.sql,20260221200000,2026-02-21 20:00:00,89,3259,pending,SAFE,CREATE FUNCTION,=====================================================
20260221300000_fix_tenant_dashboard_owner_join.sql,20260221300000,2026-02-21 30:00:00,345,12823,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260221_fix_owner_data_chain.sql,20260221,2026-02-21 00:00:00,157,5712,pending,MODERE,CREATE FUNCTION|INSERT|UPDATE,============================================
20260222000000_fix_invitations_and_orphan_signers.sql,20260222000000,2026-02-22 00:00:00,62,2170,pending,CRITIQUE,UPDATE|INSERT,=====================================================
20260222100000_repair_missing_signers_and_invitations.sql,20260222100000,2026-02-22 10:00:00,176,7584,pending,CRITIQUE,INSERT,=====================================================
20260222200000_ensure_all_owners_have_entity.sql,20260222200000,2026-02-22 20:00:00,33,1289,pending,MODERE,INSERT|UPDATE,============================================
20260222200001_get_entity_stats_for_store.sql,20260222200001,2026-02-22 20:00:01,66,2223,pending,SAFE,CREATE FUNCTION,============================================
20260223000000_fix_tenant_documents_rls.sql,20260223000000,2026-02-23 00:00:00,61,2385,pending,CRITIQUE,DROP POLICY|CREATE POLICY|UPDATE,Migration : Corriger les politiques RLS sur tenant_documents
20260223000001_auto_fill_document_fk.sql,20260223000001,2026-02-23 00:00:01,195,6365,pending,DANGEREUX,UPDATE|CREATE FUNCTION,=====================================================
20260223000002_document_access_views.sql,20260223000002,2026-02-23 00:00:02,85,3335,pending,SAFE,CREATE VIEW,=====================================================
20260223000003_notify_owner_on_tenant_document.sql,20260223000003,2026-02-23 00:00:03,95,3343,pending,DANGEREUX,CREATE FUNCTION,=====================================================
20260223100000_fix_entity_connections.sql,20260223100000,2026-02-23 10:00:00,276,8776,pending,DANGEREUX,UPDATE,============================================================================
20260223200000_fix_all_missing_tables_and_columns.sql,20260223200000,2026-02-23 20:00:00,231,8877,pending,DANGEREUX,ALTER TABLE|CREATE FUNCTION|CREATE TABLE,============================================================================
20260224000000_fix_tenant_sync_and_notifications.sql,20260224000000,2026-02-24 00:00:00,108,4019,pending,CRITIQUE,UPDATE|INSERT,=====================================================
20260224000001_remove_yousign_sendgrid_brevo.sql,20260224000001,2026-02-24 00:00:01,12,389,pending,SAFE,DELETE,"Suppression des providers Yousign, SendGrid et Brevo (signature/email intégrés ou non utilisés)"
20260224100000_fix_tenant_dashboard_notifications_query.sql,20260224100000,2026-02-24 10:00:00,331,12215,pending,CRITIQUE,CREATE FUNCTION,============================================================================
20260224100000_normalize_provider_names.sql,20260224100000,2026-02-24 10:00:00,8,443,pending,MODERE,UPDATE,"Normalise les noms des providers pour correspondre au code (Twilio, Stripe, etc.)"
20260225000000_owner_payment_audit_log.sql,20260225000000,2026-02-25 00:00:00,34,1509,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,============================================================
20260225000001_fix_furniture_vetusty_rls.sql,20260225000001,2026-02-25 00:00:01,184,6309,pending,DANGEREUX,DROP POLICY|CREATE POLICY,============================================================================
20260225100000_autolink_backfill_invoices_on_profile.sql,20260225100000,2026-02-25 10:00:00,66,2230,pending,CRITIQUE,CREATE FUNCTION|UPDATE,=====================================================
20260226000000_backfill_existing_invoices_tenant_id.sql,20260226000000,2026-02-26 00:00:00,33,1142,pending,MODERE,UPDATE,=====================================================
20260226000000_fix_notifications_triggers.sql,20260226000000,2026-02-26 00:00:00,168,4816,pending,DANGEREUX,ALTER TABLE|CREATE FUNCTION,=====================================================
20260227000000_drop_auto_activate_lease_trigger.sql,20260227000000,2026-02-27 00:00:00,5,264,pending,SAFE,,Fix: Le trigger auto_activate_lease_on_edl n'a pas été supprimé
20260228000000_lease_signers_share_percentage.sql,20260228000000,2026-02-28 00:00:00,8,514,pending,SAFE,ALTER TABLE,SOTA 2026: part de répartition par signataire (colocation).
20260228100000_tenant_payment_methods_sota2026.sql,20260228100000,2026-02-28 10:00:00,304,11099,pending,CRITIQUE,CREATE TABLE|CREATE INDEX|ALTER TABLE,============================================================
20260229100000_identity_2fa_requests.sql,20260229100000,2026-02-29 10:00:00,35,1570,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|DROP POLICY|CREATE POLICY,Migration: Table pour les demandes 2FA (SMS + email) lors des changements d'identité
20260230100000_create_notification_resolve_profile_id.sql,20260230100000,2026-02-30 10:00:00,93,2439,pending,DANGEREUX,CREATE FUNCTION|INSERT,=====================================================
20260301000000_create_key_handovers.sql,20260301000000,2026-03-01 00:00:00,75,2286,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,Migration: Create key_handovers table for digital key handover with QR code proof
20260301100000_entity_audit_and_propagation.sql,20260301100000,2026-03-01 10:00:00,313,12880,pending,DANGEREUX,UPDATE|CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,============================================================================
20260303000000_backfill_uploaded_by.sql,20260303000000,2026-03-03 00:00:00,68,2590,pending,MODERE,UPDATE,=====================================================
20260303100000_entity_rls_fix_and_optimize.sql,20260303100000,2026-03-03 10:00:00,155,5941,pending,DANGEREUX,CREATE FUNCTION|DROP POLICY|CREATE POLICY,============================================================================
20260304000000_fix_invoice_generation_jour_paiement.sql,20260304000000,2026-03-04 00:00:00,96,3001,pending,SAFE,CREATE FUNCTION,============================================
20260304000001_sync_sepa_collection_day.sql,20260304000001,2026-03-04 00:00:01,34,1200,pending,DANGEREUX,CREATE FUNCTION|UPDATE|CREATE TRIGGER,============================================
20260304100000_activate_pg_cron_schedules.sql,20260304100000,2026-03-04 10:00:00,132,4816,pending,SAFE,CREATE EXTENSION|pg_cron schedule,============================================
20260304200000_auto_mark_late_invoices.sql,20260304200000,2026-03-04 20:00:00,48,1418,pending,MODERE,CREATE FUNCTION|UPDATE|pg_cron schedule,============================================
20260305000001_invoice_engine_fields.sql,20260305000001,2026-03-05 00:00:01,398,14842,pending,CRITIQUE,ALTER TABLE,============================================
20260305000002_payment_crons.sql,20260305000002,2026-03-05 00:00:02,22,827,pending,SAFE,pg_cron schedule,============================================
20260305100000_fix_invoice_draft_notification.sql,20260305100000,2026-03-05 10:00:00,62,1864,pending,SAFE,CREATE FUNCTION|INSERT,=====================================================
20260305100001_add_missing_notification_triggers.sql,20260305100001,2026-03-05 10:00:01,129,3669,pending,SAFE,CREATE FUNCTION|INSERT,=====================================================
20260306000000_lease_documents_visible_tenant.sql,20260306000000,2026-03-06 00:00:00,39,1405,pending,DANGEREUX,ALTER TABLE|CREATE INDEX|DROP POLICY|CREATE POLICY,Migration: Add visible_tenant column to documents table
20260306100000_add_digicode_interphone_columns.sql,20260306100000,2026-03-06 10:00:00,9,412,pending,DANGEREUX,ALTER TABLE,Add digicode and interphone text columns to properties table
20260306100000_invoice_on_fully_signed.sql,20260306100000,2026-03-06 10:00:00,234,8142,pending,DANGEREUX,CREATE FUNCTION,============================================
20260306100001_backfill_initial_invoices.sql,20260306100001,2026-03-06 10:00:01,72,2121,pending,SAFE,,============================================
20260306200000_notify_tenant_digicode_changed.sql,20260306200000,2026-03-06 20:00:00,59,2046,pending,DANGEREUX,CREATE FUNCTION|CREATE TRIGGER|UPDATE,=====================================================
20260306300000_add_owner_payment_preferences.sql,20260306300000,2026-03-06 30:00:00,27,1758,pending,SAFE,ALTER TABLE,Migration : Ajouter les colonnes de préférences financières et d'automatisation au profil propriétaire
20260309000000_entity_status_and_dedup.sql,20260309000000,2026-03-09 00:00:00,155,5221,pending,DANGEREUX,ALTER TABLE|UPDATE|CREATE INDEX|CREATE FUNCTION,============================================
20260309000001_messages_update_rls.sql,20260309000001,2026-03-09 00:00:01,19,686,pending,DANGEREUX,UPDATE|DROP POLICY|CREATE POLICY,Migration: Allow users to update their own messages (edit + soft-delete)
20260309000002_add_ticket_to_conversations.sql,20260309000002,2026-03-09 00:00:02,5,273,pending,SAFE,ALTER TABLE|CREATE INDEX,Migration: Add ticket_id to conversations table for ticket-chat integration
20260309100000_sync_subscription_plans_features.sql,20260309100000,2026-03-09 10:00:00,820,24210,pending,SAFE,INSERT,=====================================================
20260310000000_fix_subscription_plans_display_order.sql,20260310000000,2026-03-10 00:00:00,22,1193,pending,MODERE,UPDATE,=====================================================
20260310100000_fix_property_limit_enforcement.sql,20260310100000,2026-03-10 10:00:00,184,6585,pending,DANGEREUX,UPDATE|CREATE FUNCTION,=====================================================
20260310200000_add_signature_push_franceconnect.sql,20260310200000,2026-03-10 20:00:00,86,3676,pending,CRITIQUE,ALTER TABLE|CREATE TABLE|CREATE INDEX,"Migration: Ajout colonnes signatures (Yousign), table franceconnect_sessions,"
20260310200000_fix_property_limit_extra_properties.sql,20260310200000,2026-03-10 20:00:00,78,3265,pending,DANGEREUX,ALTER TABLE|UPDATE|CREATE FUNCTION,=====================================================
20260310300000_add_stripe_price_extra_property_id.sql,20260310300000,2026-03-10 30:00:00,9,391,pending,CRITIQUE,ALTER TABLE,Add stripe_price_extra_property_id column to subscription_plans
20260311100000_sync_subscription_plan_slugs.sql,20260311100000,2026-03-11 10:00:00,47,1657,pending,DANGEREUX,UPDATE|CREATE FUNCTION|CREATE TRIGGER,=====================================================
20260312000000_admin_dashboard_rpcs.sql,20260312000000,2026-03-12 00:00:00,113,3369,pending,SAFE,CREATE FUNCTION,============================================================================
20260312000001_fix_owner_subscription_defaults.sql,20260312000001,2026-03-12 00:00:01,183,5926,pending,DANGEREUX,CREATE FUNCTION,=====================================================
20260312100000_fix_handle_new_user_all_roles.sql,20260312100000,2026-03-12 10:00:00,55,1909,pending,MODERE,CREATE FUNCTION|INSERT|UPDATE,============================================
20260314001000_fix_stripe_connect_rls.sql,20260314001000,2026-03-14 00:10:00,66,2023,pending,CRITIQUE,ALTER TABLE|DROP POLICY|CREATE POLICY|UPDATE,Migration: corriger la RLS Stripe Connect avec profiles.id
20260314020000_canonical_lease_activation_flow.sql,20260314020000,2026-03-14 02:00:00,206,6180,pending,DANGEREUX,CREATE FUNCTION|UPDATE,Migration: recentrer le flux bail sur un parcours canonique
20260314030000_payments_production_hardening.sql,20260314030000,2026-03-14 03:00:00,150,5415,pending,CRITIQUE,CREATE FUNCTION|UPDATE|ALTER TABLE,Migration: hardening production paiements
20260315090000_market_standard_subscription_alignment.sql,20260315090000,2026-03-15 09:00:00,82,2460,pending,CRITIQUE,ALTER TABLE|CREATE INDEX|UPDATE,
20260318000000_fix_auth_reset_template_examples.sql,20260318000000,2026-03-18 00:00:00,30,1145,pending,MODERE,UPDATE,=============================================================================
20260318010000_password_reset_requests.sql,20260318010000,2026-03-18 01:00:00,53,1876,pending,CRITIQUE,CREATE TABLE|CREATE INDEX|CREATE FUNCTION|CREATE TRIGGER|UPDATE|ALTER TABLE,=============================================================================
20260318020000_buildings_rls_sota2026.sql,20260318020000,2026-03-18 02:00:00,128,4425,pending,DANGEREUX,DROP POLICY|UPDATE|CREATE POLICY,============================================
20260320100000_fix_owner_id_mismatch_and_rls.sql,20260320100000,2026-03-20 10:00:00,111,3777,pending,MODERE,UPDATE|CREATE FUNCTION,============================================================================
20260321000000_drop_invoice_trigger_sota2026.sql,20260321000000,2026-03-21 00:00:00,10,494,pending,DANGEREUX,,SOTA 2026: Supprimer le trigger SQL redondant pour la facture initiale.
20260321100000_fix_cron_post_refactoring_sota2026.sql,20260321100000,2026-03-21 10:00:00,22,847,pending,SAFE,pg_cron schedule,============================================
20260323000000_fix_document_visibility_and_dedup.sql,20260323000000,2026-03-23 00:00:00,76,2920,pending,DANGEREUX,DROP POLICY|CREATE POLICY,Migration: Fix document visibility RLS + add deduplication constraint
20260324100000_prevent_duplicate_payments.sql,20260324100000,2026-03-24 10:00:00,16,673,pending,SAFE,,============================================
20260326022619_fix_documents_bucket_mime.sql,20260326022619,2026-03-26 02:26:19,17,650,pending,MODERE,UPDATE,Fix: Aligner les MIME types du bucket storage avec lib/documents/constants.ts
20260326022700_migrate_tenant_documents.sql,20260326022700,2026-03-26 02:27:00,80,2851,pending,SAFE,INSERT,Migration: Unifier tenant_documents dans la table documents
20260326022800_create_document_links.sql,20260326022800,2026-03-26 02:28:00,42,1678,pending,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,Table document_links: liens de partage temporaires
20260326023000_fix_document_titles.sql,20260326023000,2026-03-26 02:30:00,51,2514,pending,MODERE,UPDATE,"Fix document titles for existing records with NULL, screenshot names, or raw technical names"
20260326205416_add_agency_role_to_handle_new_user.sql,20260326205416,2026-03-26 20:54:16,55,1885,pending,MODERE,CREATE FUNCTION|INSERT|UPDATE,============================================
20260327143000_add_site_config.sql,20260327143000,2026-03-27 14:30:00,110,3311,pending,DANGEREUX,CREATE TABLE|ALTER TABLE|CREATE POLICY|INSERT,Table de configuration du site vitrine
20260327200000_fix_handle_new_user_restore_email.sql,20260327200000,2026-03-27 20:00:00,99,3464,pending,CRITIQUE,CREATE FUNCTION|INSERT|UPDATE,============================================
20260328000000_fix_visible_tenant_documents.sql,20260328000000,2026-03-28 00:00:00,10,387,pending,MODERE,UPDATE,FIX 4: Ensure mandatory lease documents are visible to tenants
20260328042538_update_argument_images.sql,20260328042538,2026-03-28 04:25:38,13,626,pending,MODERE,UPDATE,Mise à jour des images par défaut des 4 cartes Arguments
20260328100000_create_site_content.sql,20260328100000,2026-03-28 10:00:00,49,1334,pending,DANGEREUX,CREATE TABLE|ALTER TABLE|CREATE POLICY|CREATE INDEX,============================================
20260328100000_fix_visible_tenant_documents.sql,20260328100000,2026-03-28 10:00:00,19,911,pending,MODERE,UPDATE|ALTER TABLE,Migration: Ensure key lease documents are visible to tenants
20260329052631_fix_contrat_bail_visible_tenant.sql,20260329052631,2026-03-29 05:26:31,22,711,pending,MODERE,UPDATE,Migration: Rendre les documents de bail visibles aux locataires
